O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT,C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
159491,60058,F,200268.22,1995-02-09,3-MEDIUM,Clerk#000000393,0,arefully even accounts. thinly ironic foxes nod furiously,60058,Customer#000060058,"X9NS,0Ddki",23,33-146-680-6559,6672.12,MACHINERY,ess requests. special requests wake blit
162594,60049,F,27063.41,1992-03-16,5-LOW,Clerk#000000949,0,nts use furiously. quickly regular accounts ,60049,Customer#000060049,2ST732JS cryl ,9,19-228-258-6362,2128.83,BUILDING,"es: express pinto beans wake across the carefully dogged dependencies. express, final ideas a"
163814,60073,F,179673.91,1994-10-26,2-HIGH,Clerk#000000358,0, busy accounts. quickly silent,60073,Customer#000060073,eo4xUXOM4rx2WP3nEdXZzhBzRFC7oZZ,9,19-269-905-4200,731.03,MACHINERY,xpress requests. blithely special pinto beans x-ray fluffily along the furiously special dolphins. blithely final th
163910,60098,F,236026.86,1994-09-17,2-HIGH,Clerk#000000251,0,"riously regular packages are against the ironic, si",60098,Customer#000060098,"2y,ZeGm0u0 LYJ7waqsZkmWqmU8vn",0,10-972-910-3772,1449.68,AUTOMOBILE,al requests; packages cajole accounts; idly even accounts are. special reques
167203,60026,O,6623.61,1998-01-17,3-MEDIUM,Clerk#000000419,0,ly. deposits cajole slyly ab,60026,Customer#000060026,",ltdh6LPkAX01E,y8r9",21,31-774-338-9389,7508.13,FURNITURE,quests nag quickly. slyly unusual deposits after the blithely i
171397,60028,F,114335.79,1993-03-25,2-HIGH,Clerk#000000725,0,heodolites. even deposits detect slyly. carefully ironic orbit,60028,Customer#000060028,qoxXSl3gyR5EnAsp,6,16-234-762-4451,3494.99,FURNITURE,e the quickly unusual theodolites cajole slyly blithely r
176455,60064,O,9009.49,1995-10-29,4-NOT SPECIFIED,Clerk#000000809,0,"furiously even pinto beans boost regular, unusual pains. final, p",60064,Customer#000060064,mAUZ1TMU3IZZlVrL1azR dfua8WLHay4QzMOrR5,9,19-918-643-8328,8026.04,AUTOMOBILE,pecial accounts among the fluffily even packages n
183333,60047,O,14805.64,1998-01-20,3-MEDIUM,Clerk#000000520,0, deposits. accounts are carefully against the blithely regular requests. spec,60047,Customer#000060047,"FETxgdO1 Nn,HkjnlMNx3dvUrM4qMlf",2,12-721-745-5342,2264.76,HOUSEHOLD,nding accounts sleep furiously c
184129,60100,O,22044.14,1998-05-01,1-URGENT,Clerk#000000072,0,ely even requests. blithely final pinto beans cajole across,60100,Customer#000060100,9CZqojrnLk ZY,16,26-775-586-4254,-5.85,HOUSEHOLD,y doggedly ironic theodolites. caref
194786,60001,O,153202.32,1996-09-13,3-MEDIUM,Clerk#000000269,0,ons according to the blithely express orbits mold slyly carefully e,60001,Customer#000060001,9Ii4zQn9cX,14,24-678-784-9652,9957.56,HOUSEHOLD,l theodolites boost slyly at the platelets: permanently ironic packages wake slyly pend
196421,60097,F,314693.87,1993-06-10,5-LOW,Clerk#000000378,0,ing pinto beans cajole blithely deposits. quickly ir,60097,Customer#000060097,I55jg art2HQL8YEHwh8FgEx,21,31-526-630-1617,1626.61,FURNITURE,. even asymptotes sleep even dependencies. blithely pending depo
206497,60007,O,29423.33,1996-07-25,2-HIGH,Clerk#000000487,0,mptotes. slyly final pearls integrate quickly,60007,Customer#000060007,"sp6KJmx,TiSWbMPvhkQwFwTuhSi4a5OLNImpcGI",12,22-491-919-9470,6017.17,FURNITURE,bold packages. regular sheaves mold. blit
219908,60052,P,88290.20,1995-03-29,1-URGENT,Clerk#000000487,0,he unusual packages. regular platelets use carefully acc,60052,Customer#000060052,"jygrlXgrjEIaVsH14eKreo,ldCsK",16,26-331-160-8399,4515.17,HOUSEHOLD,"pecial deposits sleep. bold, special accounts haggle ironically slyly even packages. blithely pending packages are"
227110,60076,O,192431.86,1997-01-25,1-URGENT,Clerk#000000351,0, nag slyly across the regular deposits. furiously bold de,60076,Customer#000060076,L8fTINc0fbWJ,20,30-402-978-3763,3040.10,MACHINERY,"kly final packages. unusual, even foxes after the even, regu"
233861,60076,F,68472.36,1993-04-18,4-NOT SPECIFIED,Clerk#000000091,0,"ely special theodolites. pending accounts are carefully pending, even requests",60076,Customer#000060076,L8fTINc0fbWJ,20,30-402-978-3763,3040.10,MACHINERY,"kly final packages. unusual, even foxes after the even, regu"
242343,60067,O,130940.07,1996-02-24,1-URGENT,Clerk#000000792,0,ackages haggle fluffily against,60067,Customer#000060067,"LC9126Kz5Xl5yGn5Wz3E,JJeBeFMiB",4,14-490-596-5723,1874.19,HOUSEHOLD,ts wake alongside of the carefully silent pinto beans. slyly ironic decoys cajole quickly. qu
242722,60064,F,82821.03,1992-04-07,5-LOW,Clerk#000000514,0, according to the silent,60064,Customer#000060064,mAUZ1TMU3IZZlVrL1azR dfua8WLHay4QzMOrR5,9,19-918-643-8328,8026.04,AUTOMOBILE,pecial accounts among the fluffily even packages n
243297,60085,O,279667.51,1997-07-16,4-NOT SPECIFIED,Clerk#000000985,0,. regularly special packages ,60085,Customer#000060085,zT3KxXIO d,19,29-726-930-4080,7957.74,MACHINERY,hely unusual orbits. furiously ironic courts cajole. slyly even theodolites sleep quickly silent
244579,60085,P,159397.20,1995-06-11,4-NOT SPECIFIED,Clerk#000000404,0,realms haggle blithely slyly permanent ideas. blithely ironic deposits ,60085,Customer#000060085,zT3KxXIO d,19,29-726-930-4080,7957.74,MACHINERY,hely unusual orbits. furiously ironic courts cajole. slyly even theodolites sleep quickly silent
246241,60028,F,19117.05,1992-05-30,5-LOW,Clerk#000000711,0,ly among the quickly silent p,60028,Customer#000060028,qoxXSl3gyR5EnAsp,6,16-234-762-4451,3494.99,FURNITURE,e the quickly unusual theodolites cajole slyly blithely r
262720,60058,F,156517.58,1994-11-11,1-URGENT,Clerk#000000418,0," the furiously regular warhorses. regular deposits use. even, ",60058,Customer#000060058,"X9NS,0Ddki",23,33-146-680-6559,6672.12,MACHINERY,ess requests. special requests wake blit
263747,60011,O,187556.41,1997-07-11,2-HIGH,Clerk#000000218,0,e of the slyly even pinto beans. warthogs are blithe,60011,Customer#000060011,"Y GqUG1QEdWr8 zkApzAXLkjOe,XMnJvV6,",8,18-421-991-6811,3422.48,BUILDING,se carefully even deposits. carefully pending requests cajole furiously p
278403,60082,F,135980.17,1994-06-14,4-NOT SPECIFIED,Clerk#000000342,0,y. regular packages wake past the bold theodolites: fluffily fina,60082,Customer#000060082,"x3V6vEbLSeUjYdjS1MvR2,u4gB0S 9d8UEJ",0,10-729-863-1818,3645.47,BUILDING, the accounts. furiously unusual
291844,60026,F,159200.75,1992-02-22,2-HIGH,Clerk#000000182,0,lar platelets. fluffily regular packages slee,60026,Customer#000060026,",ltdh6LPkAX01E,y8r9",21,31-774-338-9389,7508.13,FURNITURE,quests nag quickly. slyly unusual deposits after the blithely i
292901,60064,F,301703.81,1994-11-30,1-URGENT,Clerk#000000571,0,ake quickly at the furiously final dolphins. slyly final dinos sl,60064,Customer#000060064,mAUZ1TMU3IZZlVrL1azR dfua8WLHay4QzMOrR5,9,19-918-643-8328,8026.04,AUTOMOBILE,pecial accounts among the fluffily even packages n
307206,60094,F,78232.81,1994-08-17,5-LOW,Clerk#000000326,0,ffily bold deposits. ironic platelets boost above the slyly idle so,60094,Customer#000060094,MkoqzelPE 8kI,12,22-809-331-1348,-408.23,AUTOMOBILE,ges cajole slyly express dependencies. quickly special accounts are slyly against the furiously re
316646,60019,F,195726.51,1992-12-29,5-LOW,Clerk#000000389,0,ously. slyly pending foxes sleep carefully. blithely pending ,60019,Customer#000060019,kSI6njhnR ApXo031vtmCAaXo,1,11-624-666-9689,3444.77,MACHINERY,ncies. blithely silent gifts above the carefully 
319879,60076,O,177964.28,1995-09-14,4-NOT SPECIFIED,Clerk#000000631,0,lent instructions detect a,60076,Customer#000060076,L8fTINc0fbWJ,20,30-402-978-3763,3040.10,MACHINERY,"kly final packages. unusual, even foxes after the even, regu"
328231,60061,F,137195.15,1993-07-23,3-MEDIUM,Clerk#000000500,0,"r courts. unusual, ironi",60061,Customer#000060061,vYxaVWbpszoT8qQBdaizgWRSQGe,14,24-289-526-7060,5349.63,BUILDING,onic foxes nag blithely slyly express foxes. blithely fina
336740,60031,F,258546.09,1993-06-24,3-MEDIUM,Clerk#000000149,0,uests. final accounts x-ray about the carefully ironic,60031,Customer#000060031,RsGAZJyxQopaxWfk5,8,18-381-736-7702,6765.74,FURNITURE,cial deposits. ironic requests across the iro
347875,60017,O,128421.33,1998-01-10,5-LOW,Clerk#000000569,0,"l, special courts? pending dolphins haggle slyly about the sly",60017,Customer#000060017,kBV62efx6B6Iw2VsRxqEr1sKQ,1,11-139-952-4191,3653.17,AUTOMOBILE,inal packages. ironic dinos cajole against the care
354471,60064,F,123604.93,1995-03-22,3-MEDIUM,Clerk#000000191,0,ons. slyly even requests against ,60064,Customer#000060064,mAUZ1TMU3IZZlVrL1azR dfua8WLHay4QzMOrR5,9,19-918-643-8328,8026.04,AUTOMOBILE,pecial accounts among the fluffily even packages n
354849,60023,O,177034.68,1998-01-06,5-LOW,Clerk#000000830,0,d accounts. special pinto beans b,60023,Customer#000060023,"xW88V4b5xKDArlo0qP,z XmrcQ R",21,31-806-887-2010,-12.97,MACHINERY, the fluffily final somas. ideas haggle above the quickly final requ
358817,60044,F,41675.10,1992-02-29,2-HIGH,Clerk#000000849,0,accounts sleep. carefully spec,60044,Customer#000060044,h0Pq22NKefS3TAEzNX pwRXnRMUbIbi4Gg,4,14-935-681-4749,-812.91,FURNITURE,ly alongside of the final requests. ironic pains across the deposits affix slyly agains
367232,60095,O,73713.34,1996-06-27,3-MEDIUM,Clerk#000000436,0,blithely unusual packages cajole fluffily. blithely iron,60095,Customer#000060095,l0naPeKkvczoTZQNV,4,14-354-219-5412,810.00,HOUSEHOLD," furiously. furiously unusual instructions detect carefully. final, final accounts affix carefully pending in"
374659,60091,F,162043.08,1992-12-16,3-MEDIUM,Clerk#000000343,0,mptotes integrate fluffily above the quickly special requests: fu,60091,Customer#000060091,"RKrW9,uKOmAqJVIt5",22,32-987-142-9547,9919.95,BUILDING,ake fluffily ironic dolphins. f
392866,60067,O,164639.36,1998-01-02,4-NOT SPECIFIED,Clerk#000000783,0,ly special deposits nag ,60067,Customer#000060067,"LC9126Kz5Xl5yGn5Wz3E,JJeBeFMiB",4,14-490-596-5723,1874.19,HOUSEHOLD,ts wake alongside of the carefully silent pinto beans. slyly ironic decoys cajole quickly. qu
404483,60010,O,60975.41,1997-02-27,3-MEDIUM,Clerk#000000576,0, ideas. slyly final req,60010,Customer#000060010,c4vEEaV1tdqLdw2oVuXp BN,21,31-677-809-6961,3497.91,HOUSEHOLD,"fter the quickly silent requests. slyly special theodolites along the even, even requests boos"
409312,60014,O,56116.36,1996-08-10,1-URGENT,Clerk#000000220,0,ages boost slyly across the furiously even deposits. silently even ,60014,Customer#000060014,4PiiMY zaWY1W4hVpXEzdkRQrskLaq,16,26-322-873-9166,7932.15,FURNITURE,ic ideas along the bold packages u
410086,60004,F,286014.96,1993-12-04,3-MEDIUM,Clerk#000000913,0,ng packages. regular excuses detect fluffily deposits. f,60004,Customer#000060004,"NivCT2RVaavl,yUnKwBjDyMvB42WayXCnky",10,20-573-674-7999,7975.22,AUTOMOBILE, furiously above the ironic packages. slyly brave ideas boost. final platelets detect according to the ironi
412706,60019,F,244904.05,1992-02-11,2-HIGH,Clerk#000000831,0,arefully special pinto beans. blithe,60019,Customer#000060019,kSI6njhnR ApXo031vtmCAaXo,1,11-624-666-9689,3444.77,MACHINERY,ncies. blithely silent gifts above the carefully 
414692,60076,F,258962.53,1994-10-24,1-URGENT,Clerk#000000681,0,ithely special ideas. slyly ironic accounts ,60076,Customer#000060076,L8fTINc0fbWJ,20,30-402-978-3763,3040.10,MACHINERY,"kly final packages. unusual, even foxes after the even, regu"
429571,60074,O,54062.31,1995-08-23,2-HIGH,Clerk#000000324,0,y pending deposits haggle furiously among the carefully f,60074,Customer#000060074,"iSYTpN9,YZnCxj8L",1,11-891-864-7463,8364.34,FURNITURE,ording to the blithely final requests. carefully even packages wake blit
431266,60088,O,279912.14,1998-06-02,3-MEDIUM,Clerk#000000232,0,nding deposits use furiously. even theodolites nag according ,60088,Customer#000060088,xllgZf63jONKni,20,30-896-444-2387,312.90,AUTOMOBILE,ly. blithely regular asymptotes use after the dep
436322,60089,O,188367.84,1995-06-02,3-MEDIUM,Clerk#000000236,0,hely ironic accounts: slyly even packages sleep al,60089,Customer#000060089,2i2cZd4bGay4WBf9mvy,13,23-670-811-2493,9849.12,BUILDING, quickly ironic accounts. slyly regular pinto beans wake blithely unusual foxes. slyly permanent foxe
439749,60008,F,215962.38,1992-11-17,1-URGENT,Clerk#000000948,0,ly regular asymptotes are quickly. carefully special acco,60008,Customer#000060008,3VteHZYOfbgQioA96tUeL0R7i,2,12-693-562-7122,5621.44,AUTOMOBILE,"nal courts. carefully regular Tiresias lose quickly unusual packages. regular, bold i"
440839,60061,O,207196.80,1996-10-03,4-NOT SPECIFIED,Clerk#000000437,0,cajole quickly. expre,60061,Customer#000060061,vYxaVWbpszoT8qQBdaizgWRSQGe,14,24-289-526-7060,5349.63,BUILDING,onic foxes nag blithely slyly express foxes. blithely fina
441698,60082,F,121606.06,1994-08-15,2-HIGH,Clerk#000000794,0,lithely express instructions. ,60082,Customer#000060082,"x3V6vEbLSeUjYdjS1MvR2,u4gB0S 9d8UEJ",0,10-729-863-1818,3645.47,BUILDING, the accounts. furiously unusual
454151,60007,O,236951.21,1998-05-01,2-HIGH,Clerk#000000326,0, carefully regular ideas cajole special courts-- pinto ,60007,Customer#000060007,"sp6KJmx,TiSWbMPvhkQwFwTuhSi4a5OLNImpcGI",12,22-491-919-9470,6017.17,FURNITURE,bold packages. regular sheaves mold. blit
454723,60079,F,96250.88,1993-07-18,1-URGENT,Clerk#000000166,0,ic packages haggle blithely blithely ,60079,Customer#000060079,dwwsJWhDr0fnRJnyhe6gtls,24,34-197-192-3607,3329.55,BUILDING,ly special somas poach carefully. furiously unusual dolphins unwind furiously furiously final deposits
455456,60059,O,211260.78,1997-01-22,5-LOW,Clerk#000000928,0,ents use fluffily blithely ironic theodolites. requests nag,60059,Customer#000060059,"dZISBokE9NWaz13 b5WbOHrd8DifA,e2yict0",24,34-348-323-9173,2337.46,HOUSEHOLD,"ndencies. excuses sleep. quickly daring dugouts cajole furiously. carefully final accounts across the final, bold"
458016,60079,F,337002.71,1993-12-09,5-LOW,Clerk#000000259,0, platelets. even requests among the furiously,60079,Customer#000060079,dwwsJWhDr0fnRJnyhe6gtls,24,34-197-192-3607,3329.55,BUILDING,ly special somas poach carefully. furiously unusual dolphins unwind furiously furiously final deposits
459109,60079,O,276424.83,1997-12-20,1-URGENT,Clerk#000000591,0, the regular accounts. idly express as,60079,Customer#000060079,dwwsJWhDr0fnRJnyhe6gtls,24,34-197-192-3607,3329.55,BUILDING,ly special somas poach carefully. furiously unusual dolphins unwind furiously furiously final deposits
460613,60011,F,115840.45,1994-11-04,1-URGENT,Clerk#000000940,0,"unts. silent, express deposits a",60011,Customer#000060011,"Y GqUG1QEdWr8 zkApzAXLkjOe,XMnJvV6,",8,18-421-991-6811,3422.48,BUILDING,se carefully even deposits. carefully pending requests cajole furiously p
481824,60008,F,17529.93,1994-04-11,3-MEDIUM,Clerk#000001000,0,d instructions cajole,60008,Customer#000060008,3VteHZYOfbgQioA96tUeL0R7i,2,12-693-562-7122,5621.44,AUTOMOBILE,"nal courts. carefully regular Tiresias lose quickly unusual packages. regular, bold i"
483558,60079,F,1269.81,1994-04-18,4-NOT SPECIFIED,Clerk#000000179,0,unts boost blithely. pending excuses affix blithely.,60079,Customer#000060079,dwwsJWhDr0fnRJnyhe6gtls,24,34-197-192-3607,3329.55,BUILDING,ly special somas poach carefully. furiously unusual dolphins unwind furiously furiously final deposits
484768,60023,O,329857.97,1996-01-10,1-URGENT,Clerk#000000790,0,ven accounts integrate. final deposits wake across the furio,60023,Customer#000060023,"xW88V4b5xKDArlo0qP,z XmrcQ R",21,31-806-887-2010,-12.97,MACHINERY, the fluffily final somas. ideas haggle above the quickly final requ
499815,60079,F,62787.77,1994-06-02,4-NOT SPECIFIED,Clerk#000000817,0," beans. unusual, unusual accounts haggle quickly. boldly silent foxes use",60079,Customer#000060079,dwwsJWhDr0fnRJnyhe6gtls,24,34-197-192-3607,3329.55,BUILDING,ly special somas poach carefully. furiously unusual dolphins unwind furiously furiously final deposits
507907,60061,O,156130.76,1998-07-23,3-MEDIUM,Clerk#000000074,0,ructions sleep carefully bold platelets. packages haggle carefully ironic ,60061,Customer#000060061,vYxaVWbpszoT8qQBdaizgWRSQGe,14,24-289-526-7060,5349.63,BUILDING,onic foxes nag blithely slyly express foxes. blithely fina
515844,60032,F,174480.04,1994-05-25,1-URGENT,Clerk#000000854,0,es try to cajole furiously regular requests. idly final epitaphs alongsi,60032,Customer#000060032,ODYUHV1 EEwTKPxjqraz8Qj 7,16,26-327-503-7376,2896.86,MACHINERY,"ecial, final asymptotes. quickly brave "
530343,60098,F,90703.62,1992-02-25,2-HIGH,Clerk#000000529,0, use. idly bold pinto beans was. ,60098,Customer#000060098,"2y,ZeGm0u0 LYJ7waqsZkmWqmU8vn",0,10-972-910-3772,1449.68,AUTOMOBILE,al requests; packages cajole accounts; idly even accounts are. special reques
534432,60083,F,326628.32,1992-09-15,3-MEDIUM,Clerk#000000626,0,egular dependencies into the furiousl,60083,Customer#000060083,"9MS,Ga67eiTauESHzSMGleXPP",12,22-811-334-7808,8430.43,FURNITURE,ly pending requests: furiously ironic deposits ca
547138,60067,F,296092.95,1993-03-31,3-MEDIUM,Clerk#000000597,0," the special theodolites boost carefully even packages; pending, regular re",60067,Customer#000060067,"LC9126Kz5Xl5yGn5Wz3E,JJeBeFMiB",4,14-490-596-5723,1874.19,HOUSEHOLD,ts wake alongside of the carefully silent pinto beans. slyly ironic decoys cajole quickly. qu
549063,60016,O,209583.38,1995-12-07,4-NOT SPECIFIED,Clerk#000000244,0, fluffily ironic patterns among the furiously unusual sentiments ha,60016,Customer#000060016,"i5JCEL8FRYSLvOs1Lkqn30a,1jherLDP",2,12-259-973-3236,4480.97,HOUSEHOLD,"ongside of the final, pending dolphins? final theodolites ha"
552551,60022,O,106021.56,1998-01-16,5-LOW,Clerk#000000658,0," furiously enticing theodolites; pending, ironic pinto beans doubt ",60022,Customer#000060022,"I2XoZQLC,63R3zIG z6i3VMCS",0,10-513-498-1045,-759.74,FURNITURE, across the blithely ironic sentiments. thinly pending requests sleep quickly alongsid
573860,60032,F,218728.78,1992-12-14,2-HIGH,Clerk#000000657,0,"n pinto beans sleep quickly regular, final accounts. slyly",60032,Customer#000060032,ODYUHV1 EEwTKPxjqraz8Qj 7,16,26-327-503-7376,2896.86,MACHINERY,"ecial, final asymptotes. quickly brave "
584288,60010,F,231900.93,1992-07-08,4-NOT SPECIFIED,Clerk#000000168,0,leep blithely ironic requests. theodolites after ,60010,Customer#000060010,c4vEEaV1tdqLdw2oVuXp BN,21,31-677-809-6961,3497.91,HOUSEHOLD,"fter the quickly silent requests. slyly special theodolites along the even, even requests boos"
588096,60029,O,186408.70,1996-11-01,5-LOW,Clerk#000000348,0,ic pinto beans sleep fu,60029,Customer#000060029,"5xZC76MsijD,s0i137ZP, DHyiw7kSS1HZ35kos3",14,24-983-762-4152,9281.15,FURNITURE,"longside of the ironic, regular foxes. carefully special ideas across the q"
596035,60016,F,71372.61,1993-08-20,1-URGENT,Clerk#000000915,0,s warthogs use according to the bol,60016,Customer#000060016,"i5JCEL8FRYSLvOs1Lkqn30a,1jherLDP",2,12-259-973-3236,4480.97,HOUSEHOLD,"ongside of the final, pending dolphins? final theodolites ha"
3006082,60061,F,20011.53,1993-06-09,3-MEDIUM,Clerk#000000962,0,eep. requests haggle furiously across the regular deposits. unusu,60061,Customer#000060061,vYxaVWbpszoT8qQBdaizgWRSQGe,14,24-289-526-7060,5349.63,BUILDING,onic foxes nag blithely slyly express foxes. blithely fina
3009956,60001,F,344860.13,1992-11-06,3-MEDIUM,Clerk#000000551,0," furiously final accounts. express, even packages sleep after the furi",60001,Customer#000060001,9Ii4zQn9cX,14,24-678-784-9652,9957.56,HOUSEHOLD,l theodolites boost slyly at the platelets: permanently ironic packages wake slyly pend
3010402,60029,O,77461.00,1997-01-10,1-URGENT,Clerk#000000071,0,rouches. furiously unusual platele,60029,Customer#000060029,"5xZC76MsijD,s0i137ZP, DHyiw7kSS1HZ35kos3",14,24-983-762-4152,9281.15,FURNITURE,"longside of the ironic, regular foxes. carefully special ideas across the q"
3021793,60082,P,204929.41,1995-04-28,5-LOW,Clerk#000000076,0,xpress asymptotes haggle blithely. pending foxes above the ironic ,60082,Customer#000060082,"x3V6vEbLSeUjYdjS1MvR2,u4gB0S 9d8UEJ",0,10-729-863-1818,3645.47,BUILDING, the accounts. furiously unusual
3022885,60022,O,68704.11,1997-04-25,3-MEDIUM,Clerk#000000236,0,endencies. final theodolites sleep fluffily. b,60022,Customer#000060022,"I2XoZQLC,63R3zIG z6i3VMCS",0,10-513-498-1045,-759.74,FURNITURE, across the blithely ironic sentiments. thinly pending requests sleep quickly alongsid
3030181,60077,O,97558.12,1995-06-08,4-NOT SPECIFIED,Clerk#000000378,0,gular platelets along the carefully even courts hin,60077,Customer#000060077,20l7qcXSrVV,4,14-206-902-5158,9000.61,BUILDING, boost quickly among the slyly regular platelets. blithely pending requests b
3030215,60064,O,215735.33,1995-05-30,2-HIGH,Clerk#000000831,0,oost. slyly final asymptotes cajole slyly pending platelets. fra,60064,Customer#000060064,mAUZ1TMU3IZZlVrL1azR dfua8WLHay4QzMOrR5,9,19-918-643-8328,8026.04,AUTOMOBILE,pecial accounts among the fluffily even packages n
3032996,60034,O,214065.78,1997-09-08,4-NOT SPECIFIED,Clerk#000000281,0, regular dependencies above the quick,60034,Customer#000060034, XHRzdojlNAuRjTNRn7A1aL9OYJj56nud1sVss,14,24-991-831-7826,7230.69,AUTOMOBILE,"sts. final packages along the daringly bold ideas haggle blithely slyly careful requests. unusual, bold as"
3041411,60094,F,251045.03,1994-11-18,1-URGENT,Clerk#000000427,0,r theodolites cajole. unusual ideas are blithely around the,60094,Customer#000060094,MkoqzelPE 8kI,12,22-809-331-1348,-408.23,AUTOMOBILE,ges cajole slyly express dependencies. quickly special accounts are slyly against the furiously re
3045668,60091,F,5669.95,1994-09-08,3-MEDIUM,Clerk#000000843,0,ent deposits nag. blithely ironic excuses can haggle across the,60091,Customer#000060091,"RKrW9,uKOmAqJVIt5",22,32-987-142-9547,9919.95,BUILDING,ake fluffily ironic dolphins. f
3048993,60076,F,54133.50,1992-12-10,5-LOW,Clerk#000000960,0,cording to the requests. quickly unusual foxes cajole slyly. dogged,60076,Customer#000060076,L8fTINc0fbWJ,20,30-402-978-3763,3040.10,MACHINERY,"kly final packages. unusual, even foxes after the even, regu"
3080613,60076,O,250108.35,1997-01-20,1-URGENT,Clerk#000000804,0, regular pinto beans hinder slowly ironic i,60076,Customer#000060076,L8fTINc0fbWJ,20,30-402-978-3763,3040.10,MACHINERY,"kly final packages. unusual, even foxes after the even, regu"
3085888,60020,O,69355.53,1996-02-07,3-MEDIUM,Clerk#000000037,0,riously around the quickly ironic sen,60020,Customer#000060020,JlAdCcLE8wEqFc0,15,25-432-919-9170,1187.30,FURNITURE,equests use slyly after the ironic accounts. regular deposits haggle. ironically unusual theod
3087908,60086,F,281439.68,1992-03-30,1-URGENT,Clerk#000000761,0,quickly regular foxes,60086,Customer#000060086,T9hSwghSUhcyhxNnuB30QBHHMZa8R,4,14-710-182-9914,5835.95,AUTOMOBILE, express pinto beans. carefully final instructions haggle stealthily above the final foxes. unusua
3092036,60050,O,293392.29,1996-11-14,4-NOT SPECIFIED,Clerk#000000975,0,ckages cajole furiously quickly bold packages. slyly regular deposits are ,60050,Customer#000060050,"gGFB2vQ,gT2gRGSSDE",16,26-622-811-1720,5181.99,FURNITURE, carefully bold deposits are after the carefully regular instructions. ideas about the ironic requests are ironic
3093988,60031,F,37957.82,1993-06-03,2-HIGH,Clerk#000000108,0,es sleep blithely around t,60031,Customer#000060031,RsGAZJyxQopaxWfk5,8,18-381-736-7702,6765.74,FURNITURE,cial deposits. ironic requests across the iro
3096258,60010,F,27849.64,1992-05-28,1-URGENT,Clerk#000000628,0,otes. quickly slow escapades affix special instruc,60010,Customer#000060010,c4vEEaV1tdqLdw2oVuXp BN,21,31-677-809-6961,3497.91,HOUSEHOLD,"fter the quickly silent requests. slyly special theodolites along the even, even requests boos"
3104896,60053,F,164937.70,1992-08-25,3-MEDIUM,Clerk#000000563,0,he regular packages,60053,Customer#000060053,wb0gteUavl1MPAHwiM,0,10-684-354-3580,6515.51,FURNITURE,ly courts. fluffy packages wake furiously alongside of the always unusual dep
3106050,60028,O,250477.15,1996-07-13,1-URGENT,Clerk#000000847,0,es. regular requests use carefully,60028,Customer#000060028,qoxXSl3gyR5EnAsp,6,16-234-762-4451,3494.99,FURNITURE,e the quickly unusual theodolites cajole slyly blithely r
3108356,60082,F,314017.33,1993-11-24,2-HIGH,Clerk#000000829,0,"le foxes. unusual, final pinto beans integrate carefully around the slyly spe",60082,Customer#000060082,"x3V6vEbLSeUjYdjS1MvR2,u4gB0S 9d8UEJ",0,10-729-863-1818,3645.47,BUILDING, the accounts. furiously unusual
3108387,60089,F,183588.18,1993-05-25,2-HIGH,Clerk#000000948,0,sleep across the furiously regular ideas-- furiously even packages af,60089,Customer#000060089,2i2cZd4bGay4WBf9mvy,13,23-670-811-2493,9849.12,BUILDING, quickly ironic accounts. slyly regular pinto beans wake blithely unusual foxes. slyly permanent foxe
3114497,60026,F,60279.31,1994-05-07,2-HIGH,Clerk#000000884,0,s affix carefully ironic requests. special depths use careful,60026,Customer#000060026,",ltdh6LPkAX01E,y8r9",21,31-774-338-9389,7508.13,FURNITURE,quests nag quickly. slyly unusual deposits after the blithely i
3120962,60044,F,56400.62,1994-08-18,2-HIGH,Clerk#000000613,0," have to sleep deposits. pending, special foxes detect. slow, silent acc",60044,Customer#000060044,h0Pq22NKefS3TAEzNX pwRXnRMUbIbi4Gg,4,14-935-681-4749,-812.91,FURNITURE,ly alongside of the final requests. ironic pains across the deposits affix slyly agains
3124289,60004,O,22824.46,1995-04-05,5-LOW,Clerk#000000816,0,deas are. blithely ironic idea,60004,Customer#000060004,"NivCT2RVaavl,yUnKwBjDyMvB42WayXCnky",10,20-573-674-7999,7975.22,AUTOMOBILE, furiously above the ironic packages. slyly brave ideas boost. final platelets detect according to the ironi
3138246,60079,F,12745.99,1994-07-17,3-MEDIUM,Clerk#000000456,0, the regularly bold packages? furiousl,60079,Customer#000060079,dwwsJWhDr0fnRJnyhe6gtls,24,34-197-192-3607,3329.55,BUILDING,ly special somas poach carefully. furiously unusual dolphins unwind furiously furiously final deposits
3150337,60086,F,80050.86,1992-06-12,4-NOT SPECIFIED,Clerk#000000297,0,ly fluffily express packag,60086,Customer#000060086,T9hSwghSUhcyhxNnuB30QBHHMZa8R,4,14-710-182-9914,5835.95,AUTOMOBILE, express pinto beans. carefully final instructions haggle stealthily above the final foxes. unusua
3151591,60052,F,210994.25,1993-02-07,3-MEDIUM,Clerk#000000870,0,ly pending deposits affix quickly according to the ideas. d,60052,Customer#000060052,"jygrlXgrjEIaVsH14eKreo,ldCsK",16,26-331-160-8399,4515.17,HOUSEHOLD,"pecial deposits sleep. bold, special accounts haggle ironically slyly even packages. blithely pending packages are"
